Time,blank,blank,blank,EAS 80,EAS 80,EAS 80,EAS 40 ,EAS 40,EAS 40,EAS 20,EAS 20,EAS 20,EAS 10,EAS 10,EAS 10,EAS 5,EAS 5,EAS 5
120,2429,2199,2172,81968,85420,84914,38202,37547,36696,19883,19346,19090,11561,11262,11276,5991,5967,5121
120.5,2449,2209,2178,82403,85496,84834,38222,37735,36770,19592,19455,19119,11650,11240,11128,6012,5966,5216
121,2430,2237,2155,82624,85287,84673,38092,37890,37072,19599,19517,19062,11554,11198,11293,6022,5889,5206
121.5,2443,2212,2162,83021,85813,85658,38092,37819,36771,19710,19431,18971,11619,11214,11216,5964,5913,5190
122,2460,2238,2181,81620,85147,84881,37684,37501,36844,19418,19232,19260,11635,11221,11224,5989,5978,5148
122.5,2456,2191,2121,81784,85313,84102,37848,37782,36716,19642,19212,19152,11560,11305,11196,5978,5914,5055
123,2403,2178,2144,81748,85054,84994,37666,37357,36668,19571,19269,19231,11466,11263,11320,5914,5934,5126
123.5,2414,2225,2174,82286,85320,84770,38006,37669,36695,19622,19394,19112,11544,11223,11310,5888,5895,5122
124,2426,2232,2135,82362,84809,84671,37813,37466,36371,19567,19333,19082,11641,11181,11233,5958,5904,5146
124.5,2356,2298,2208,82730,85119,84395,37919,37777,36961,19679,19154,19171,11636,11292,11302,5957,5939,5149
125,2405,2350,2216,82552,85256,84800,37567,37852,36734,19482,19390,19384,11662,11246,11200,5960,5984,5142
125.5,2476,2329,2208,81982,85381,84292,37828,37574,36915,19552,19167,19186,11635,11260,11213,5900,5856,5195
126,2409,2336,2204,82454,84946,84372,37878,37703,36915,19505,19358,19127,11510,11249,11168,5940,5859,5118
126.5,2424,2313,2160,81561,84332,84630,37806,37875,36448,19631,19400,19066,11735,11299,11228,6004,5833,5120
127,2434,2252,2145,81644,85329,84868,37693,37249,36624,19680,19224,19135,11462,11121,11095,5941,5857,5111
127.5,2413,2216,2150,81558,84354,84210,37777,37491,36609,19580,19356,19049,11608,11302,11251,5978,5989,5195
128,2411,2246,2194,82732,85286,84483,37789,37416,36749,19557,19297,19200,11534,11258,11112,5950,5989,5155
128.5,2444,2178,2175,81866,85056,84220,37902,37480,36952,19466,19115,19188,11582,11186,11190,5957,5936,5110
129,2470,2260,2218,81930,84468,84288,37664,37485,36437,19504,19272,19182,11676,11190,11147,5969,5973,5205
129.5,2448,2174,2149,82465,85026,84779,37768,37784,36606,19495,19378,19131,11554,11187,11238,5940,5884,5143
130,2418,2189,2223,81905,85066,83906,37609,37568,36643,19564,19298,19168,11649,11146,11106,5872,5859,5095
130.5,2412,2182,2206,82124,84974,84812,37736,37349,36711,19606,19282,19115,11564,11302,11189,5926,5874,5088
131,2485,2194,2160,82237,84548,83989,37831,37480,36706,19632,19235,19143,11507,11102,11086,5844,5896,5100
131.5,2421,2242,2149,82261,84495,84258,37658,37461,36630,19702,19148,19182,11606,11214,11130,5945,5931,5184
132,2433,2232,2169,81587,85194,83886,37709,37261,36405,19537,19075,19031,11488,11263,11164,5928,5865,5146
132.5,2426,2200,2176,81529,85354,84658,37965,37465,36668,19728,19346,19193,11515,11238,11154,5936,5893,5068
133,2421,2257,2209,81866,84429,84280,37972,37207,36359,19472,19115,18937,11657,11270,11162,5890,5888,5053
133.5,2399,2250,2128,80984,84145,84216,37750,37505,36452,19597,19253,19285,11524,11256,11242,5898,5850,5109
134,2362,2306,2232,81499,84444,84384,37630,37526,36693,19620,19227,19101,11609,11168,11084,5863,5851,5138
134.5,2371,2362,2204,81983,84667,84648,37554,37457,36541,19581,19411,19000,11452,11282,11161,5844,5884,5104
135,2472,2148,2182,81727,84744,83900,37800,37166,36452,19422,19072,19056,11505,11202,11175,5864,5773,5096
135.5,2454,2333,2204,81938,84356,84114,37636,37165,36545,19427,19165,18988,11461,11274,11305,5869,5854,5049
136,2400,2247,2217,82196,84786,84948,38067,37395,36287,19421,19128,19143,11513,11156,11257,5889,5887,5058
136.5,2406,2172,2157,81167,84209,84326,37775,37480,36368,19490,19217,19039,11623,11325,11195,5941,5935,5089
137,2402,2247,2132,81116,83960,84031,37511,37388,36546,19561,19239,19132,11664,11324,11212,5894,5931,5060
137.5,2374,2198,2200,81274,84840,83888,37962,37334,36596,19384,19160,18912,11562,11137,11234,5821,5891,5065
138,2427,2204,2145,80891,83937,83935,37370,37217,36449,19464,19052,19024,11587,11180,11189,5938,5887,5107
138.5,2424,2166,2118,80898,83980,84017,37631,37271,36224,19528,19061,18934,11628,11256,11068,5885,5854,5060
139,2448,2197,2089,81436,84283,83769,37485,37533,36499,19411,19152,19054,11589,11214,11358,5844,5836,5095
139.5,2378,2235,2175,81182,84409,83786,37511,37290,36521,19686,19111,19169,11542,11176,11152,5874,5909,5027
140,2414,2171,2114,81378,84352,83874,37402,36969,36241,19514,19192,18874,11578,11262,11289,5858,5890,5008
140.5,2403,2212,2143,81158,84418,83772,37301,36944,36242,19654,19395,19146,11545,11243,11273,5895,5830,5019
141,2402,2175,2129,81246,84482,83568,37680,37205,36347,19372,19184,19029,11571,11297,11121,5856,5789,4991
141.5,2371,2291,2208,81010,83531,83704,37347,37324,36289,19530,19152,19021,11556,11050,11170,5958,5926,5064
142,2466,2154,2180,81016,84489,83394,37315,36954,36422,19511,19049,19033,11519,11184,11126,5899,5881,5127
142.5,2376,2234,2170,81319,84194,84265,37458,37524,36513,19518,19250,19170,11638,11186,11048,5918,5858,5044
143,2424,2214,2162,80880,84007,83620,37540,37015,36286,19368,19218,18827,11454,11122,11099,5827,5879,4990
143.5,2434,2157,2171,81374,84087,83787,37467,37222,36235,19599,18981,18988,11741,11144,11105,5904,5894,4979
144,2437,2243,2173,80676,84291,83431,37652,37221,36199,19459,19114,19093,11372,11160,11116,5947,5826,5028
144.5,2433,2222,2155,81266,84113,83963,37302,37070,36193,19528,19200,18956,11529,11139,11151,5794,5864,4996
145,2438,2255,2164,80739,83797,84017,37338,37220,36430,19399,19021,18882,11494,11223,11168,5879,5943,4981
145.5,2405,2262,2180,80640,83941,83488,37335,37255,36186,19352,18848,18992,11501,11313,11198,5896,5884,5128
146,2387,2180,2144,81156,83363,83216,37367,37267,36316,19252,18930,18992,11470,11194,11157,5808,5817,4958
146.5,2446,2177,2178,80865,83619,82917,37583,37158,36342,19379,19251,19018,11586,11188,11082,5815,5895,5046
147,2430,2228,2165,81094,83979,83366,36840,37312,35930,19386,19085,18843,11566,11184,11101,5819,5903,5041
147.5,2374,2290,2201,80789,83365,83577,37556,37097,36102,19485,19068,19041,11598,11252,11125,5821,5909,4999
148,2432,2224,2247,80661,83381,83880,37478,37084,36461,19462,19021,18959,11468,11242,11088,5862,5908,4993
148.5,2368,2214,2115,81094,84186,83858,37414,36697,36312,19474,18941,18892,11494,11220,11198,5784,5904,5034
149,2423,2224,2149,80844,84109,83449,37559,36878,36108,19465,19166,19029,11450,11183,11181,5839,5832,4992
149.5,2398,2191,2232,80692,83752,83112,37444,36875,36096,19592,19225,18957,11601,11207,11174,5878,5906,5002
150,2405,2260,2194,81085,84018,83208,37600,36879,36077,19404,19014,18922,11566,11111,11061,5803,5868,5051
150.5,2429,2270,2294,80823,83722,83204,37057,36957,36404,19274,19055,19069,11517,11180,11164,5938,5862,5034
151,2404,2182,2196,81346,84022,83252,37177,37148,36411,19407,19101,19089,11523,11171,11111,5778,5878,5062
151.5,2412,2241,2230,80440,83720,83410,37243,37012,36140,19498,18918,18910,11538,11226,11239,5868,5792,4997
152,2413,2277,2191,80900,83926,83638,37136,36895,36118,19409,19184,19041,11591,11218,11222,5856,5950,5034
152.5,2410,2217,2211,80894,84387,83049,37258,36926,36008,19496,18993,18956,11408,11231,11134,5795,5842,5038
153,2486,2197,2162,80365,83525,83203,37192,37329,36050,19332,19076,18944,11486,11110,11110,5831,5861,5013
153.5,2403,2150,2186,80915,83794,82727,37170,36925,35997,19376,19010,19036,11536,11040,11114,5890,5873,5075
154,2360,2219,2166,80290,83154,82655,37467,36973,35855,19402,19017,18848,11542,11182,11138,5736,5808,4961
154.5,2430,2168,2109,81142,83326,82970,37120,36882,36224,19198,18892,18957,11429,10995,11119,5841,5906,5030
155,2394,2206,2147,80526,83712,82908,37276,36565,35958,19213,18926,18897,11487,11130,10942,5838,5869,5004
155.5,2463,2242,2260,80892,83289,83465,36913,36848,35766,19396,18905,19071,11477,11008,11136,5814,5819,4990
156,2348,2222,2155,81334,83496,83063,37244,36992,36008,19328,19003,19026,11527,10997,11108,5812,5816,5051
156.5,2434,2290,2211,80302,82861,82664,36953,36752,35942,19464,18979,18960,11615,11148,11130,5835,5817,5034
157,2428,2152,2165,80176,83198,82287,37317,36818,35901,19506,19040,18875,11497,11117,10991,5763,5820,4993
157.5,2434,2260,2154,80886,82906,82493,37256,37064,35634,19228,19155,18981,11348,11119,11122,5854,5819,4916
158,2476,2216,2160,80407,82901,83413,37038,36948,36182,19355,19050,19011,11458,11056,11080,5695,5706,4973
158.5,2387,2336,2202,80311,83936,83528,37092,36878,36016,19455,19108,19165,11495,11246,11242,5816,5846,5011
159,2438,2280,2155,80698,83400,83204,37222,36518,36185,19260,18892,18936,11498,11201,11094,5778,5730,4996
159.5,2422,2278,2157,80130,83054,82943,37242,36920,35880,19309,19048,18987,11526,11161,11243,5770,5817,4999
160,2414,2219,2250,80089,82923,82958,37067,36442,35953,19278,18839,18638,11514,11157,11110,5844,5776,4985
160.5,2368,2218,2128,79855,82927,82666,36918,36994,35720,19300,18977,18950,11515,11096,10968,5847,5843,5033
161,2413,2232,2137,80494,83434,82676,37127,36853,35932,19210,18948,18907,11520,11259,11062,5798,5762,4990
161.5,2392,2376,2267,80062,83081,83546,37213,36840,35903,19298,18864,19034,11576,11156,11168,5797,5865,4993
162,2416,2296,2229,80230,82587,82566,36861,36241,35786,19471,18899,18654,11551,11202,11124,5800,5822,4966
162.5,2388,2192,2102,81148,82812,82821,37437,36510,35898,19306,18763,18874,11561,11089,11044,5825,5855,4896
163,2404,2272,2189,80853,83322,82449,36953,36706,35537,19529,18968,18836,11526,10959,11096,5809,5880,5020
163.5,2386,2175,2106,80369,83407,82972,37304,36990,36070,19370,19173,18817,11496,11056,11155,5796,5857,4852
164,2349,2156,2172,80157,82671,82416,36847,36605,35923,19405,18860,18978,11654,11180,11042,5790,5912,4971
164.5,2414,2170,2154,80424,83776,82171,37148,36494,35528,19202,18972,18828,11344,11167,10994,5766,5831,5047
165,2405,2186,2143,79875,82932,82330,37140,36740,35586,19154,18812,18746,11518,11197,11031,5779,5902,4906
165.5,2398,2212,2201,80245,83334,81887,37079,36820,35776,19274,18868,18826,11414,11110,11108,5787,5839,5006
166,2445,2209,2111,80146,82782,82474,37074,36641,35917,19279,18979,18940,11482,11219,11092,5802,5807,4917
166.5,2414,2258,2218,80501,82734,82938,36956,36768,35924,19282,18847,19053,11514,11121,11187,5824,5857,4914
167,2428,2267,2234,81114,82850,82630,36841,36581,36046,19390,18913,18924,11414,11055,11121,5836,5850,4950
167.5,2426,2184,2141,80344,82773,82923,37007,36668,35674,19271,19016,18927,11539,11092,11088,5752,5827,4937
168,2382,2302,2182,80004,82546,82550,37013,36787,35679,19301,19021,18856,11350,11088,11080,5939,5768,4960
168.5,2419,2251,2165,79814,83234,82403,37212,36948,35909,19166,19060,19056,11539,11125,11005,5783,5838,4961
169,2421,2199,2208,80259,83375,82506,37012,36589,35878,19279,19076,18856,11486,11204,11191,5783,5797,5032
169.5,2480,2194,2110,80315,82768,82356,36993,36613,35738,19223,18952,18906,11443,11207,11029,5706,5795,4988
170,2445,2203,2138,79254,82477,82292,36848,36647,35774,19377,18848,18846,11559,11112,11195,5744,5758,4998
170.5,2392,2188,2123,79716,82186,82452,36834,36790,35788,19275,18947,18794,11522,11060,11074,5774,5914,5021
171,2424,2192,2171,79604,82676,82458,36856,36427,35750,19370,18886,19070,11373,11064,11145,5787,5765,5015
171.5,2402,2220,2233,79820,82814,82321,37000,36694,35699,19277,18902,18752,11486,11102,11129,5697,5843,4926
172,2392,2198,2159,80148,82095,82741,37099,36436,35586,19144,18656,18692,11545,11140,10930,5696,5858,4900
172.5,2410,2200,2158,79756,83007,82030,36798,36432,35140,19419,18801,18802,11551,11045,10969,5778,5776,4829
173,2441,2222,2185,80084,82504,82107,36814,36188,35477,19271,18640,18808,11498,11006,11019,5811,5789,4983
173.5,2397,2316,2167,80002,82780,82010,37037,36355,35440,19268,18924,18904,11507,11178,11005,5768,5874,4930
174,2401,2229,2210,79776,82836,83633,37016,36544,35545,19226,18726,18681,11479,11233,11269,5708,5856,4930
174.5,2426,2292,2230,79576,82907,82641,36719,36641,35768,19324,18641,18813,11434,11136,11042,5669,5828,4910
175,2482,2226,2136,78977,82551,81603,36968,36424,35528,19334,19005,18814,11420,11127,11133,5783,5807,4999
175.5,2424,2209,2137,79613,82057,82236,36785,36271,35300,19200,18831,18725,11424,11010,11142,5828,5842,4894
176,2414,2292,2204,79427,82878,82376,36851,36514,35396,19222,18830,18792,11504,11104,10986,5757,5857,4882
176.5,2435,2228,2174,79585,82070,82228,36619,36552,35656,19136,18800,18830,11469,11225,11134,5726,5783,4886
177,2387,2270,2168,79270,82155,82288,37094,36350,35570,19076,18946,18710,11589,10966,10988,5744,5742,4915
177.5,2389,2211,2173,79517,82502,81224,36479,36214,35594,19084,18898,18780,11504,10982,11032,5801,5838,4876
178,2423,2184,2134,78932,82389,82314,36762,36422,35410,19054,18762,18634,11437,11155,11024,5652,5809,4904
178.5,2414,2148,2174,79176,82497,81954,36734,36220,35589,19186,18797,18739,11450,11084,11077,5708,5773,4949
179,2400,2222,2154,78963,81414,81715,36503,36106,35494,19190,18586,18742,11360,11053,11129,5711,5778,4875
179.5,2433,2158,2173,79328,81846,82411,36636,36260,35749,19129,18742,18775,11406,11046,11052,5780,5808,4960
180,2418,2239,2191,79514,82151,82160,36745,36318,35209,19125,18863,18752,11300,11105,11026,5760,5788,4931
180.5,2449,2251,2266,79236,81361,81270,36615,36448,35255,19110,18845,18707,11464,11240,11158,5794,5761,4918
181,2388,2267,2154,79124,81689,81706,36950,36454,35535,19233,18783,18949,11420,11019,11110,5798,5798,4946
181.5,2418,2291,2222,79681,82346,81753,36382,36284,35529,19189,18583,18813,11458,11072,11036,5736,5829,4898
182,2430,2207,2202,79602,81969,81532,36770,36145,35452,19049,18776,18726,11275,11188,11166,5794,5713,4852
182.5,2450,2242,2176,79504,82404,81954,36929,36328,35530,19332,18728,18689,11414,11099,11054,5728,5813,4928
183,2422,2210,2146,79631,81578,81837,36761,36429,35646,19138,18779,18592,11350,11125,11072,5804,5741,4866
183.5,2422,2277,2208,79622,81723,80794,36612,36303,35212,19332,18706,18785,11512,10980,11043,5729,5711,4859
184,2395,2219,2224,79524,81864,82468,36930,36303,35784,19187,18772,18815,11392,11074,11056,5744,5818,4946
184.5,2439,2309,2219,79477,82216,81748,36348,36342,35257,19210,18732,18686,11453,11169,10960,5773,5866,4934
185,2422,2194,2145,79834,81890,81326,36723,36191,35084,19124,18797,18580,11400,11090,11146,5712,5812,4980
185.5,2467,2158,2181,79321,82611,81872,36654,36427,35433,19196,18778,18842,11394,11154,10999,5711,5768,4872
186,2467,2174,2154,79238,81811,81750,36832,36342,35239,19197,18701,18845,11384,11121,11208,5806,5752,4888
186.5,2408,2215,2133,78515,82089,81341,36550,36256,35517,19192,18828,18926,11477,11028,11202,5666,5792,4950
187,2405,2158,2175,79461,82157,81635,36370,36433,35607,19191,18751,18815,11365,11122,11011,5702,5670,4922
187.5,2417,2253,2126,79124,81380,81324,36760,36103,35087,19122,18682,18654,11261,11050,10975,5708,5710,4870
188,2384,2192,2201,78736,81897,81145,36616,36046,35460,19221,18710,18757,11523,11080,11024,5754,5732,4944
188.5,2408,2194,2207,78844,81590,81618,36580,36144,35367,19285,18586,18763,11523,11046,11006,5668,5778,4879
189,2419,2195,2184,79012,80982,81700,36778,36393,35427,18990,18802,18661,11341,11042,11024,5772,5823,4930
189.5,2433,2232,2214,79441,80915,80836,36595,36187,35148,19046,18678,18742,11284,10966,10936,5766,5736,4842
190,2402,2238,2154,79474,81912,81293,36556,36028,35072,19191,18614,18786,11400,11078,11231,5710,5794,4874
190.5,2436,2191,2157,79634,81954,81523,36483,36192,34876,19092,18827,18589,11364,11044,11102,5823,5788,4957
191,2410,2202,2177,78738,82032,81731,36329,36174,35546,19251,18768,18880,11546,11086,11081,5679,5831,4866
191.5,2431,2255,2201,79092,81477,81042,36582,36022,35114,19262,18746,18818,11455,11024,10957,5725,5778,4934
192,2421,2226,2145,79091,81704,81455,36707,35845,35173,19336,18709,18705,11333,11092,10935,5720,5738,4928
192.5,2388,2243,2224,78620,81582,81674,36251,36165,34787,18852,18600,18692,11473,11056,10902,5738,5725,4870
193,2426,2222,2234,79004,82068,81717,36826,36009,35257,19025,18727,18906,11426,11066,11013,5716,5711,4806
193.5,2425,2228,2163,78938,81419,81664,36429,36030,35223,19165,18861,18639,11528,11156,10954,5739,5867,4874
194,2442,2168,2209,78571,81035,81445,36376,36231,35210,18968,18699,18572,11458,11006,11129,5671,5852,4867
194.5,2357,2232,2159,78672,81382,81083,36508,36053,34962,19004,18658,18784,11306,11030,10950,5750,5806,4842
195,2425,2191,2146,79250,81597,81010,36393,36157,35215,19105,18467,18752,11562,11136,11070,5676,5693,4804
195.5,2423,2205,2171,79552,82260,81216,36789,36040,35105,19343,18744,18733,11447,11040,11223,5806,5732,4859
196,2397,2174,2170,79366,82015,81275,36501,36203,35079,19194,18614,18617,11439,11041,11066,5817,5744,4809
196.5,2457,2194,2141,79601,81414,81145,36422,35685,35117,18994,18568,18620,11479,11130,11010,5696,5778,4762
197,2372,2202,2118,78400,82082,81506,36566,36320,35058,19003,18507,18651,11418,11079,11233,5738,5820,4902
197.5,2403,2214,2252,79246,81326,80870,36529,35706,35052,19182,18764,18653,11357,10961,11102,5732,5757,4859
198,2415,2197,2186,78771,81735,81281,36317,36182,35226,19099,18670,18781,11426,11120,11150,5704,5805,4828
198.5,2365,2193,2197,78938,81788,80692,36134,36014,35295,19038,18612,18682,11389,11160,11051,5730,5832,4860
199,2372,2175,2151,78783,81134,81475,36443,35933,34906,19062,18490,18843,11529,11168,11091,5645,5732,4860
199.5,2425,2243,2172,78280,80183,80847,36242,35855,34880,19039,18740,18649,11443,11049,11033,5730,5822,4851
200,2412,2224,2130,78681,81550,81225,36362,35982,34887,19210,18608,18636,11423,11116,11052,5739,5750,4783
